subject,n,longest_acc,meta_acc,len_correct,len_incorrect,len_ratio,bh_sig
international_law,121,0.512396694214876,0.5454545454545454,106.72727272727273,77.77685950413225,1.3722239931994473,True
jurisprudence,108,0.4444444444444444,0.4166666666666667,50.166666666666664,40.89506172839506,1.2267169811320753,True
nutrition,306,0.3790849673202614,0.39215686274509803,49.77450980392157,42.94989106753813,1.1588972303946432,True
medical_genetics,100,0.35,0.38,27.26,22.949999999999996,1.1877995642701529,True
astronomy,152,0.3355263157894737,0.375,51.64473684210526,45.6578947368421,1.1311239193083573,True
computer_security,100,0.31,0.37,33.21,28.86333333333333,1.1505947569003352,True
college_chemistry,100,0.27,0.36,21.61,20.13666666666667,1.0731666942559177,True
us_foreign_policy,100,0.34,0.35,46.31,41.53,1.1150975198651578,True
logical_fallacies,163,0.3496932515337423,0.34355828220858897,46.4478527607362,41.920245398773005,1.1080052685496853,True
clinical_knowledge,265,0.35471698113207545,0.3433962264150943,38.99245283018868,33.14088050314466,1.176566592021862,True
security_studies,245,0.34285714285714286,0.33877551020408164,169.14285714285714,182.77551020408163,0.925413130861992,True
formal_logic,126,0.29365079365079366,0.3333333333333333,36.12698412698413,37.07936507936508,0.9743150684931506,False
high_school_statistics,216,0.2777777777777778,0.3333333333333333,54.61574074074074,52.87808641975309,1.0328615205019698,True
high_school_geography,198,0.31313131313131315,0.3282828282828283,25.08080808080808,22.984848484848484,1.091188749725335,True
high_school_microeconomics,238,0.3445378151260504,0.3277310924369748,49.11344537815126,45.4327731092437,1.0810135947470638,True
sociology,201,0.32338308457711445,0.32338308457711445,55.850746268656714,55.17081260364842,1.0123241553444753,True
high_school_european_history,165,0.3333333333333333,0.3212121212121212,57.5030303030303,51.2060606060606,1.1229731329151378,False
high_school_chemistry,203,0.30049261083743845,0.32019704433497537,33.251231527093594,30.72906403940887,1.0820775889708238,True
college_mathematics,100,0.28,0.32,13.04,11.23,1.1611754229741762,False
philosophy,311,0.3279742765273312,0.31511254019292606,37.77813504823151,35.40728831725616,1.0669592856061754,True
moral_disputes,346,0.3092485549132948,0.3092485549132948,48.47398843930636,44.399807321772634,1.0917612341875151,True
high_school_biology,310,0.29354838709677417,0.3,46.41935483870968,42.49569892473118,1.0923306596493005,False
college_computer_science,100,0.26,0.3,27.14,26.033333333333335,1.0425096030729832,False
marketing,234,0.32905982905982906,0.29914529914529914,25.10683760683761,24.223646723646727,1.0364598647456629,False
high_school_mathematics,270,0.29259259259259257,0.2962962962962963,5.522222222222222,5.0209876543209875,1.0998278829604131,False
management,103,0.27184466019417475,0.2912621359223301,24.59223300970874,22.404530744336572,1.097645529394771,False
high_school_macroeconomics,390,0.2794871794871795,0.28974358974358977,44.11025641025641,42.314529914529906,1.0424375858447121,False
high_school_world_history,237,0.3037974683544304,0.2869198312236287,56.628691983122366,54.36146272855134,1.0417065535173735,False
world_religions,171,0.32748538011695905,0.28654970760233917,13.099415204678362,12.140350877192983,1.0789980732177262,False
professional_law,1534,0.28748370273794005,0.2861799217731421,95.5006518904824,91.69426336375489,1.0415117411612482,True
college_physics,102,0.23529411764705882,0.28431372549019607,17.774509803921568,15.816993464052288,1.1237603305785122,False
professional_medicine,272,0.29044117647058826,0.28308823529411764,28.264705882352942,28.216911764705884,1.0016938110749185,False
electrical_engineering,145,0.2896551724137931,0.2827586206896552,17.17241379310345,16.393103448275863,1.047538914598233,False
high_school_computer_science,100,0.27,0.28,47.85,46.69333333333333,1.0247715591090807,False
high_school_government_and_politics,193,0.27461139896373055,0.27461139896373055,55.601036269430054,52.70639032815199,1.0549202084084282,False
moral_scenarios,895,0.27262569832402234,0.27262569832402234,16.13854748603352,15.953817504655493,1.0115790456625269,False
business_ethics,100,0.25,0.27,35.55,35.67999999999999,0.9963565022421526,False
machine_learning,112,0.25,0.26785714285714285,23.839285714285715,23.770833333333332,1.0028796794791537,False
high_school_us_history,204,0.25,0.25980392156862747,54.86764705882353,53.10130718954248,1.0332635854514125,False
professional_accounting,282,0.2375886524822695,0.2553191489361702,42.55673758865248,42.45390070921986,1.0024223187437353,False
college_medicine,173,0.2774566473988439,0.2543352601156069,35.60115606936416,33.895953757225435,1.050306957708049,False
elementary_mathematics,378,0.23015873015873015,0.25396825396825395,9.732804232804233,9.626984126984127,1.0109920307776863,False
professional_psychology,612,0.2434640522875817,0.25163398692810457,48.19444444444444,47.0838779956427,1.0235869791546166,False
high_school_physics,151,0.2251655629139073,0.24503311258278146,40.6953642384106,39.33995584988963,1.0344537343583413,False
college_biology,144,0.2638888888888889,0.24305555555555555,42.395833333333336,42.07870370370371,1.0075365826823632,False
high_school_psychology,545,0.20550458715596331,0.23302752293577983,30.93577981651376,30.557798165137616,1.0123694007445658,False
virology,166,0.2289156626506024,0.2289156626506024,29.14457831325301,27.64056224899598,1.054413367235743,False
miscellaneous,783,0.24521072796934865,0.2247765006385696,17.79948914431673,17.368667518092806,1.0248045295227823,False
prehistory,324,0.22839506172839505,0.2222222222222222,37.53703703703704,39.00617283950617,0.9623358126285806,False
human_sexuality,131,0.2824427480916031,0.22137404580152673,26.366412213740457,28.04071246819338,0.940290381125227,False
econometrics,114,0.16666666666666666,0.20175438596491227,41.14912280701754,42.25438596491228,0.973842640647706,False
abstract_algebra,100,0.22,0.2,9.69,9.173333333333332,1.0563226744186047,False
anatomy,135,0.2,0.1925925925925926,33.22962962962963,32.474074074074075,1.023266423357664,False
conceptual_physics,235,0.18723404255319148,0.19148936170212766,15.680851063829786,16.321985815602837,0.9607195620057356,False
human_aging,223,0.18385650224215247,0.18834080717488788,23.282511210762333,24.554559043348277,0.9481950447434104,False
global_facts,100,0.22,0.17,9.36,10.06,0.930417495029821,False
public_relations,110,0.14545454545454545,0.13636363636363635,22.754545454545454,25.36666666666667,0.8970254449886511,False
